aircraftType_iataMain;aircraftType_iataSub;route;codeshares;flightStates;eu;visa;flightDirection;flightName;flightNumber;gate;pier;id;isOperationalFlight;mainFlight;prefixIATA;prefixICAO;airlineCode;aircraftRegistration;serviceType;terminal;estimatedLandingTime;lastUpdatedAt;actualLandingTime;scheduleDateTime;actualOffBlockTime;expectedTimeBoarding;expectedTimeGateClosing;expectedTimeGateOpen;expectedTimeOnBelt;expectedSecurityFilter;publicEstimatedOffBlockTime
EMJ;E90;FRA;codeshares;DEP;S;False;D;KL1817;1817;B32;B;143576111731956253;True;KL1817;KL;KLM;100;PHEZL;J;1.0;;2025-11-05 09:25:39.884000+00:00;;2025-11-05 08:55:00+00:00;2025-11-05 09:13:03+00:00;2025-11-05 08:32:00+00:00;2025-11-05 08:42:00+00:00;2025-11-05 08:27:00+00:00;;;2025-11-05 08:57:00+00:00
737;73H;CPH;codeshares;DEP;S;False;D;KQ1133;1133;C14;C;143576111750678837;True;KL1269;KQ;KQA;208;PHBXB;J;1.0;;2025-11-05 09:18:16.116000+00:00;;2025-11-05 08:55:00+00:00;2025-11-05 09:05:28+00:00;2025-11-05 08:25:00+00:00;2025-11-05 08:40:00+00:00;2025-11-05 07:55:00+00:00;;;
EMJ;E90;FRA;codeshares;DEP;S;False;D;KQ1767;1767;B32;B;143576111750695495;True;KL1817;KQ;KQA;208;PHEZL;J;1.0;;2025-11-05 09:25:39.884000+00:00;;2025-11-05 08:55:00+00:00;2025-11-05 09:13:03+00:00;2025-11-05 08:32:00+00:00;2025-11-05 08:42:00+00:00;2025-11-05 08:27:00+00:00;;;2025-11-05 08:57:00+00:00
737;73H;CPH;codeshares;DEP;S;False;D;MF9373;9373;C14;C;143576111987639343;True;KL1269;MF;CXA;1551;PHBXB;J;1.0;;2025-11-05 09:18:16.116000+00:00;;2025-11-05 08:55:00+00:00;2025-11-05 09:05:28+00:00;2025-11-05 08:25:00+00:00;2025-11-05 08:40:00+00:00;2025-11-05 07:55:00+00:00;;;
EMJ;E90;FRA;codeshares;DEP;S;False;D;MF9606;9606;B32;B;143576111987647045;True;KL1817;MF;CXA;1551;PHEZL;J;1.0;;2025-11-05 09:25:39.884000+00:00;;2025-11-05 08:55:00+00:00;2025-11-05 09:13:03+00:00;2025-11-05 08:32:00+00:00;2025-11-05 08:42:00+00:00;2025-11-05 08:27:00+00:00;;;2025-11-05 08:57:00+00:00
737;73H;CPH;codeshares;DEP;S;False;D;MH5641;5641;C14;C;143576111994738751;True;KL1269;MH;MAS;5065;PHBXB;J;1.0;;2025-11-05 09:18:16.116000+00:00;;2025-11-05 08:55:00+00:00;2025-11-05 09:05:28+00:00;2025-11-05 08:25:00+00:00;2025-11-05 08:40:00+00:00;2025-11-05 07:55:00+00:00;;;
EMJ;E90;TLS;codeshares;DEP;S;False;D;MU1567;1567;B24;B;143576112043059135;True;KL1451;MU;CES;1294;FHBLL;J;1.0;;2025-11-05 09:21:15.795000+00:00;;2025-11-05 08:55:00+00:00;2025-11-05 09:07:04+00:00;2025-11-05 08:30:00+00:00;2025-11-05 08:40:00+00:00;2025-11-05 08:25:00+00:00;;;
EMJ;E90;FRA;codeshares;DEP;S;False;D;MU1575;1575;B32;B;143576112043059205;True;KL1817;MU;CES;1294;PHEZL;J;1.0;;2025-11-05 09:25:39.884000+00:00;;2025-11-05 08:55:00+00:00;2025-11-05 09:13:03+00:00;2025-11-05 08:32:00+00:00;2025-11-05 08:42:00+00:00;2025-11-05 08:27:00+00:00;;;2025-11-05 08:57:00+00:00
737;73H;CPH;codeshares;DEP;S;False;D;MU1935;1935;C14;C;143576112043069861;True;KL1269;MU;CES;1294;PHBXB;J;1.0;;2025-11-05 09:18:16.116000+00:00;;2025-11-05 08:55:00+00:00;2025-11-05 09:05:28+00:00;2025-11-05 08:25:00+00:00;2025-11-05 08:40:00+00:00;2025-11-05 07:55:00+00:00;;;
737;73H;CPH;codeshares;DEP;S;False;D;SK6603;6603;C14;C;143576112838212215;True;KL1269;SK;SAS;150;PHBXB;J;1.0;;2025-11-05 09:18:16.116000+00:00;;2025-11-05 08:55:00+00:00;2025-11-05 09:05:28+00:00;2025-11-05 08:25:00+00:00;2025-11-05 08:40:00+00:00;2025-11-05 07:55:00+00:00;;;
EMJ;E90;FRA;codeshares;DEP;S;False;D;SK6640;6640;B32;B;143576112838212505;True;KL1817;SK;SAS;150;PHEZL;J;1.0;;2025-11-05 09:25:39.884000+00:00;;2025-11-05 08:55:00+00:00;2025-11-05 09:13:03+00:00;2025-11-05 08:32:00+00:00;2025-11-05 08:42:00+00:00;2025-11-05 08:27:00+00:00;;;2025-11-05 08:57:00+00:00
EMJ;E90;TLS;codeshares;DEP;S;False;D;SK6766;6766;B24;B;143576112838215403;True;KL1451;SK;SAS;150;FHBLL;J;1.0;;2025-11-05 09:21:15.795000+00:00;;2025-11-05 08:55:00+00:00;2025-11-05 09:07:04+00:00;2025-11-05 08:30:00+00:00;2025-11-05 08:40:00+00:00;2025-11-05 08:25:00+00:00;;;
32S;32N;OSL;;ARR,EXP;S;False;A;SK821;821;C10;C;143576110230905312;True;SK821;SK;SAS;150;SERUC;J;1.0;2025-11-05 08:29:39+00:00;2025-11-05 10:14:31.126000+00:00;2025-11-05 08:29:00+00:00;2025-11-05 08:55:00+00:00;;;;;2025-11-05 09:10:15+00:00;;
EMJ;E90;FRA;codeshares;DEP;S;False;D;VN3164;3164;B32;B;143576113265203761;True;KL1817;VN;HVN;2328;PHEZL;J;1.0;;2025-11-05 09:25:39.884000+00:00;;2025-11-05 08:55:00+00:00;2025-11-05 09:13:03+00:00;2025-11-05 08:32:00+00:00;2025-11-05 08:42:00+00:00;2025-11-05 08:27:00+00:00;;;2025-11-05 08:57:00+00:00
787;781;ATL;codeshares;DEP;N;False;D;VS7115;7115;F5;F;143576113284350227;True;KL0623;VS;VIR;181;PHBKD;J;2.0;;2025-11-05 09:22:10.802000+00:00;;2025-11-05 08:55:00+00:00;2025-11-05 08:59:15+00:00;2025-11-05 08:10:00+00:00;2025-11-05 08:40:00+00:00;2025-11-05 07:25:00+00:00;;;
330;339;SEA;codeshares;ARR,EXP;N;False;A;AF5597;5597;E7;E;143576110322984782;True;DL0142;AF;AFR;80;N421DX;J;2.0;2025-11-05 08:40:58+00:00;2025-11-05 10:40:17.120000+00:00;2025-11-05 08:40:01+00:00;2025-11-05 09:00:00+00:00;;;;;2025-11-05 09:55:26.356000+00:00;;
330;333;SLC;codeshares;ARR,EXP;N;False;A;AF8945;8945;F4;F;143576110323299278;True;DL0056;AF;AFR;80;N819NW;J;3.0;2025-11-05 08:47:53+00:00;2025-11-05 10:25:34.099000+00:00;2025-11-05 08:47:16+00:00;2025-11-05 09:00:00+00:00;;;;;2025-11-05 09:46:32.401000+00:00;;
220;223;RIX;;DEP;S;False;D;BT618;618;B6;B;143576110168090057;True;BT618;BT;BTI;419;YLABH;J;3.0;;2025-11-05 09:27:12.713000+00:00;;2025-11-05 09:00:00+00:00;2025-11-05 09:07:52+00:00;2025-11-05 08:20:00+00:00;2025-11-05 08:45:00+00:00;2025-11-05 08:15:00+00:00;;;
220;223;TLL;;DEP;S;False;D;BT858;858;C23;C;143576110168095829;True;BT858;BT;BTI;419;YLABV;J;3.0;;2025-11-05 09:13:22.703000+00:00;;2025-11-05 09:00:00+00:00;2025-11-05 08:59:12+00:00;;;;;;
77F;77X;PVG;;LND;N;False;A;CK209;209;;;143576110170915600;True;CK209;CK;CKK;4990;B222H;F;;2025-11-05 08:52:24+00:00;2025-11-05 09:09:42.257000+00:00;2025-11-05 08:52:42+00:00;2025-11-05 09:00:00+00:00;;;;;;;
330;333;SLC;codeshares;ARR,EXP;N;False;A;DL0056;56;F4;F;143576110761017938;True;DL0056;DL;DAL;58;N819NW;J;3.0;2025-11-05 08:47:53+00:00;2025-11-05 10:25:34.099000+00:00;2025-11-05 08:47:16+00:00;2025-11-05 09:00:00+00:00;;;;;2025-11-05 09:46:32.401000+00:00;;
330;339;SEA;codeshares;ARR,EXP;N;False;A;DL0142;142;E7;E;143576110761020594;True;DL0142;DL;DAL;58;N421DX;J;2.0;2025-11-05 08:40:58+00:00;2025-11-05 10:40:17.120000+00:00;2025-11-05 08:40:01+00:00;2025-11-05 09:00:00+00:00;;;;;2025-11-05 09:55:26.356000+00:00;;
EMJ;E7W;ORK;codeshares;DEP;E;False;D;DL9160;9160;D6;D;143576110761932493;True;KL1127;DL;DAL;58;PHEXU;J;1.0;;2025-11-05 09:10:28.904000+00:00;;2025-11-05 09:00:00+00:00;2025-11-05 08:59:36+00:00;2025-11-05 08:35:00+00:00;2025-11-05 08:45:00+00:00;2025-11-05 08:30:00+00:00;;;
EMJ;E95;FRA;;ARR;S;False;A;EN8946;8946;B23;B;143576110908037512;True;EN8946;EN;DLA;187;IADJZ;J;1.0;2025-11-05 09:04:04+00:00;2025-11-05 10:52:02.248000+00:00;2025-11-05 09:03:53+00:00;2025-11-05 09:00:00+00:00;;;;;2025-11-05 09:42:04+00:00;;
32S;320;LGW;;ARR,EXP;N;False;A;EZY6409;6409;H3;H;143576139518762746;True;EZY6409;U2;EZY;64;GEJCO;J;3.0;2025-11-05 08:44:07+00:00;2025-11-05 10:13:25.135000+00:00;2025-11-05 08:43:36+00:00;2025-11-05 09:00:00+00:00;;;;;2025-11-05 09:42:47.729000+00:00;;
737;73H;OPO;codeshares;DEP;S;False;D;HV6001;6001;D78;D;143576111353860271;True;HV6001;HV;TRA;164;PHHXC;J;1.0;;2025-11-05 09:17:04.845000+00:00;;2025-11-05 09:00:00+00:00;2025-11-05 09:02:16+00:00;;;;;;
32S;320;VLC;codeshares;DEP;S;False;D;IB5683;5683;B35;B;143576111417497463;True;VY8352;IB;IBE;92;ECOFZ;J;1.0;;2025-11-05 09:24:49.544000+00:00;;2025-11-05 09:00:00+00:00;2025-11-05 09:10:34+00:00;;;;;;
EMJ;E7W;ORK;codeshares;DEP;E;False;D;KL1127;1127;D6;D;143576111731937161;True;KL1127;KL;KLM;100;PHEXU;J;1.0;;2025-11-05 09:10:28.904000+00:00;;2025-11-05 09:00:00+00:00;2025-11-05 08:59:36+00:00;2025-11-05 08:35:00+00:00;2025-11-05 08:45:00+00:00;2025-11-05 08:30:00+00:00;;;
737;73H;OPO;codeshares;DEP;S;False;D;KL2607;2607;D78;D;143576111732052009;True;HV6001;KL;KLM;100;PHHXC;J;1.0;;2025-11-05 09:17:04.845000+00:00;;2025-11-05 09:00:00+00:00;2025-11-05 09:02:16+00:00;;;;;;
330;333;SLC;codeshares;ARR,EXP;N;False;A;KL6026;6026;F4;F;143576111732440950;True;DL0056;KL;KLM;100;N819NW;J;3.0;2025-11-05 08:47:53+00:00;2025-11-05 10:25:34.099000+00:00;2025-11-05 08:47:16+00:00;2025-11-05 09:00:00+00:00;;;;;2025-11-05 09:46:32.401000+00:00;;
330;339;SEA;codeshares;ARR,EXP;N;False;A;KL6032;6032;E7;E;143576111732441016;True;DL0142;KL;KLM;100;N421DX;J;2.0;2025-11-05 08:40:58+00:00;2025-11-05 10:40:17.120000+00:00;2025-11-05 08:40:01+00:00;2025-11-05 09:00:00+00:00;;;;;2025-11-05 09:55:26.356000+00:00;;
32S;32N;VIE;;DEP;S;False;D;OS312;312;B15;B;143576110216708711;True;OS312;OS;AUA;21;OELZQ;J;1.0;;2025-11-05 09:27:41.501000+00:00;;2025-11-05 09:00:00+00:00;2025-11-05 09:10:30+00:00;;;;;;
77F;77X;DOH;;DEP;N;False;D;QR8158;8158;;;143576112587263943;True;QR8158;QR;QTR;356;A7BFI;F;;;2025-11-05 09:17:00.086000+00:00;;2025-11-05 09:00:00+00:00;2025-11-05 08:58:17+00:00;;;;;;
330;333;SLC;codeshares;ARR,EXP;N;False;A;VS3935;3935;F4;F;143576113283967054;True;DL0056;VS;VIR;181;N819NW;J;3.0;2025-11-05 08:47:53+00:00;2025-11-05 10:25:34.099000+00:00;2025-11-05 08:47:16+00:00;2025-11-05 09:00:00+00:00;;;;;2025-11-05 09:46:32.401000+00:00;;
330;339;SEA;codeshares;ARR,EXP;N;False;A;VS3936;3936;E7;E;143576113283967056;True;DL0142;VS;VIR;181;N421DX;J;2.0;2025-11-05 08:40:58+00:00;2025-11-05 10:40:17.120000+00:00;2025-11-05 08:40:01+00:00;2025-11-05 09:00:00+00:00;;;;;2025-11-05 09:55:26.356000+00:00;;
32S;320;VLC;codeshares;DEP;S;False;D;VY8352;8352;B35;B;143576113306947231;True;VY8352;VY;VLG;263;ECOFZ;J;1.0;;2025-11-05 09:24:49.544000+00:00;;2025-11-05 09:00:00+00:00;2025-11-05 09:10:34+00:00;;;;;;
787;781;JRO,DAR;codeshares;CNX;N;False;D;AF6716;6716;;;143576110323090971;True;KL0569;AF;AFR;80;;J;;;2025-11-03 19:26:42.339000+00:00;;2025-11-05 09:05:00+00:00;;2025-11-05 08:20:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 07:35:00+00:00;;;
EMJ;E90;BOD;codeshares;DEP;S;False;D;AF8287;8287;B3;B;143576110323280413;True;KL1441;AF;AFR;80;FHBLZ;J;1.0;;2025-11-05 09:28:48.485000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:11:41+00:00;2025-11-05 08:40:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:35:00+00:00;;;
32S;319;LHR;;DEP;N;False;D;BA431;431;D18;D;143576110166159901;True;BA431;BA;BAW;31;GEUPK;J;3.0;;2025-11-05 09:06:44.482000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 08:56:38+00:00;;;;;;
737;73H;BCN;codeshares;DEP;S;False;D;CI8593;8593;C12;C;143576110611909487;True;KL1513;CI;CAL;44;PHBGA;J;1.0;;2025-11-05 09:26:38.525000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:12:42+00:00;2025-11-05 08:35:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:05:00+00:00;;;
77F;77X;CAN,CKG;;LND,EXP;N;False;A;CZ2575;2575;;;143576110675022980;True;CZ2575;CZ;CSN;43;B223G;F;;2025-11-05 08:15:05+00:00;2025-11-05 08:22:41.250000+00:00;2025-11-05 08:15:05+00:00;2025-11-05 09:05:00+00:00;;;;;;;
737;73H;BCN;codeshares;DEP;S;False;D;DL9186;9186;C12;C;143576110761932653;True;KL1513;DL;DAL;58;PHBGA;J;1.0;;2025-11-05 09:26:38.525000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:12:42+00:00;2025-11-05 08:35:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:05:00+00:00;;;
787;781;JRO,DAR;codeshares;CNX;N;False;D;DL9244;9244;;;143576110761935091;True;KL0569;DL;DAL;58;;J;;;2025-11-03 19:26:42.339000+00:00;;2025-11-05 09:05:00+00:00;;2025-11-05 08:20:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 07:35:00+00:00;;;
737;73H;OSL;codeshares;DEP;S;False;D;DL9402;9402;C11;C;143576110761940267;True;KL1199;DL;DAL;58;PHBCE;J;1.0;;2025-11-05 09:25:44.590000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:14:40+00:00;2025-11-05 08:35:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:05:00+00:00;;;
737;73H;WAW;codeshares;DEP;S;False;D;DL9428;9428;B5;B;143576110761940427;True;KL1313;DL;DAL;58;PHBCD;J;1.0;;2025-11-05 09:29:47.253000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:14:47+00:00;2025-11-05 08:35:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:05:00+00:00;;;
EMJ;E90;BOD;codeshares;DEP;S;False;D;DL9624;9624;B3;B;143576110761945895;True;KL1441;DL;DAL;58;FHBLZ;J;1.0;;2025-11-05 09:28:48.485000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:11:41+00:00;2025-11-05 08:40:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:35:00+00:00;;;
737;73H;BCN;codeshares;DEP;S;False;D;GA9022;9022;C12;C;143576111136761663;True;KL1513;GA;GIA;85;PHBGA;J;1.0;;2025-11-05 09:26:38.525000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:12:42+00:00;2025-11-05 08:35:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:05:00+00:00;;;
737;73H;OSL;codeshares;DEP;S;False;D;GA9210;9210;C11;C;143576111136767061;True;KL1199;GA;GIA;85;PHBCE;J;1.0;;2025-11-05 09:25:44.590000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:14:40+00:00;2025-11-05 08:35:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:05:00+00:00;;;
787;781;JRO,DAR;codeshares;CNX;N;False;D;KL0569;569;;;143576111731847107;True;KL0569;KL;KLM;100;;J;;;2025-11-03 19:26:42.339000+00:00;;2025-11-05 09:05:00+00:00;;2025-11-05 08:20:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 07:35:00+00:00;;;
737;73H;OSL;codeshares;DEP;S;False;D;KL1199;1199;C11;C;143576111731937683;True;KL1199;KL;KLM;100;PHBCE;J;1.0;;2025-11-05 09:25:44.590000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:14:40+00:00;2025-11-05 08:35:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:05:00+00:00;;;
737;73H;WAW;codeshares;DEP;S;False;D;KL1313;1313;B5;B;143576111731942555;True;KL1313;KL;KLM;100;PHBCD;J;1.0;;2025-11-05 09:29:47.253000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:14:47+00:00;2025-11-05 08:35:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:05:00+00:00;;;
EMJ;E90;BOD;codeshares;DEP;S;False;D;KL1441;1441;B3;B;143576111731945511;True;KL1441;KL;KLM;100;FHBLZ;J;1.0;;2025-11-05 09:28:48.485000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:11:41+00:00;2025-11-05 08:40:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:35:00+00:00;;;
737;73H;BCN;codeshares;DEP;S;False;D;KL1513;1513;C12;C;143576111731948031;True;KL1513;KL;KLM;100;PHBGA;J;1.0;;2025-11-05 09:26:38.525000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:12:42+00:00;2025-11-05 08:35:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:05:00+00:00;;;
737;73H;OSL;codeshares;DEP;S;False;D;KQ1145;1145;C11;C;143576111750678915;True;KL1199;KQ;KQA;208;PHBCE;J;1.0;;2025-11-05 09:25:44.590000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:14:40+00:00;2025-11-05 08:35:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:05:00+00:00;;;
EMJ;E90;BOD;codeshares;DEP;S;False;D;KQ1315;1315;B3;B;143576111750684169;True;KL1441;KQ;KQA;208;FHBLZ;J;1.0;;2025-11-05 09:28:48.485000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:11:41+00:00;2025-11-05 08:40:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:35:00+00:00;;;
737;73H;WAW;codeshares;DEP;S;False;D;KQ1363;1363;B5;B;143576111750684535;True;KL1313;KQ;KQA;208;PHBCD;J;1.0;;2025-11-05 09:29:47.253000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:14:47+00:00;2025-11-05 08:35:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:05:00+00:00;;;
737;73H;BCN;codeshares;DEP;S;False;D;KQ1673;1673;C12;C;143576111750692823;True;KL1513;KQ;KQA;208;PHBGA;J;1.0;;2025-11-05 09:26:38.525000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:12:42+00:00;2025-11-05 08:35:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:05:00+00:00;;;
32S;319;MUC;;ARR;S;False;A;LH2302;2302;B17;B;143576111855738410;True;LH2302;LH;DLH;112;DAIBQ;J;1.0;2025-11-05 09:13:17+00:00;2025-11-05 11:05:25.140000+00:00;2025-11-05 09:13:15+00:00;2025-11-05 09:05:00+00:00;;;;;2025-11-05 09:52:01+00:00;;
737;73H;BCN;codeshares;DEP;S;False;D;MF9321;9321;C12;C;143576111987638969;True;KL1513;MF;CXA;1551;PHBGA;J;1.0;;2025-11-05 09:26:38.525000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:12:42+00:00;2025-11-05 08:35:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:05:00+00:00;;;
737;73H;OSL;codeshares;DEP;S;False;D;MF9706;9706;C11;C;143576111987649783;True;KL1199;MF;CXA;1551;PHBCE;J;1.0;;2025-11-05 09:25:44.590000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:14:40+00:00;2025-11-05 08:35:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:05:00+00:00;;;
737;73H;OSL;codeshares;DEP;S;False;D;MH5643;5643;C11;C;143576111994738755;True;KL1199;MH;MAS;5065;PHBCE;J;1.0;;2025-11-05 09:25:44.590000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:14:40+00:00;2025-11-05 08:35:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:05:00+00:00;;;
EMJ;E90;BOD;codeshares;DEP;S;False;D;MU1571;1571;B3;B;143576112043059197;True;KL1441;MU;CES;1294;FHBLZ;J;1.0;;2025-11-05 09:28:48.485000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:11:41+00:00;2025-11-05 08:40:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:35:00+00:00;;;
737;73H;OSL;codeshares;DEP;S;False;D;SK6685;6685;C11;C;143576112838212811;True;KL1199;SK;SAS;150;PHBCE;J;1.0;;2025-11-05 09:25:44.590000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:14:40+00:00;2025-11-05 08:35:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:05:00+00:00;;;
EMJ;E90;BOD;codeshares;DEP;S;False;D;SK6778;6778;B3;B;143576112838215481;True;KL1441;SK;SAS;150;FHBLZ;J;1.0;;2025-11-05 09:28:48.485000+00:00;;2025-11-05 09:05:00+00:00;2025-11-05 09:11:41+00:00;2025-11-05 08:40:00+00:00;2025-11-05 08:50:00+00:00;2025-11-05 08:35:00+00:00;;;
EMJ;E90;NCL;codeshares;DEP;N;False;D;6E3275;3275;D6;D;143576114757038731;True;KL0955;6E;IGO;5300;PHEZM;J;2.0;;2025-11-05 09:29:35.117000+00:00;;2025-11-05 09:10:00+00:00;2025-11-05 09:20:11+00:00;2025-11-05 08:45:00+00:00;2025-11-05 08:55:00+00:00;2025-11-05 08:40:00+00:00;;;
777;772;UIO,GYE;codeshares;DEP;N;False;D;AF3208;3208;E3;E;143576110322773293;True;KL0755;AF;AFR;80;PHBQK;J;2.0;;2025-11-05 09:30:42.159000+00:00;;2025-11-05 09:10:00+00:00;2025-11-05 09:10:21+00:00;2025-11-05 08:25:00+00:00;2025-11-05 08:55:00+00:00;2025-11-05 07:40:00+00:00;;;
330;333;DTW;codeshares;DEP;N;False;D;AF3563;3563;D49;D;143576110322781941;True;DL0133;AF;AFR;80;N820NW;J;2.0;;2025-11-05 09:34:03.332000+00:00;;2025-11-05 09:10:00+00:00;2025-11-05 09:14:44+00:00;;2025-11-05 08:50:00+00:00;2025-11-05 07:40:00+00:00;;;
777;77W;JNB;codeshares;ARR,EXP;N;False;A;AF8282;8282;E18;E;143576110323280402;True;KL0592;AF;AFR;80;PHBVC;J;3.0;2025-11-05 08:42:21+00:00;2025-11-05 10:50:37.082000+00:00;2025-11-05 08:41:49+00:00;2025-11-05 09:10:00+00:00;;;;;2025-11-05 10:08:40.904000+00:00;;
777;77W;JNB;codeshares;DEP;N;False;D;AF8283;8283;F7;F;143576110323280405;True;KL0591;AF;AFR;80;PHBVI;J;2.0;;2025-11-05 09:52:54.558000+00:00;;2025-11-05 09:10:00+00:00;2025-11-05 09:39:23+00:00;2025-11-05 08:25:00+00:00;2025-11-05 08:55:00+00:00;2025-11-05 07:40:00+00:00;;;
737;73H;BLL;codeshares;DEP,DEL;S;False;D;AF8326;8326;C8;C;143576110323282705;True;KL1293;AF;AFR;80;PHBXH;J;1.0;;2025-11-05 09:56:37.279000+00:00;;2025-11-05 09:10:00+00:00;2025-11-05 09:47:56+00:00;2025-11-05 09:15:00+00:00;2025-11-05 09:30:00+00:00;2025-11-05 08:45:00+00:00;;;2025-11-05 09:45:00+00:00
EMJ;E90;LCY;;DEP;N;False;D;BA8496;8496;D22;D;143576110443232265;True;BA8496;BA;BAW;31;GLCYR;J;3.0;;2025-11-05 09:28:23.912000+00:00;;2025-11-05 09:10:00+00:00;2025-11-05 09:13:42+00:00;;;;;;
220;223;VNO;;DEP;S;False;D;BT962;962;C22;C;143576110168098629;True;BT962;BT;BTI;419;YLCSE;J;3.0;;2025-11-05 09:53:07.655000+00:00;;2025-11-05 09:10:00+00:00;2025-11-05 09:38:28+00:00;;;;;;
330;333;DTW;codeshares;DEP;N;False;D;DL0133;133;D49;D;143576110761020523;True;DL0133;DL;DAL;58;N820NW;J;2.0;;2025-11-05 09:34:03.332000+00:00;;2025-11-05 09:10:00+00:00;2025-11-05 09:14:44+00:00;;2025-11-05 08:50:00+00:00;2025-11-05 07:40:00+00:00;;;
EMJ;E90;NCL;codeshares;DEP;N;False;D;DL9163;9163;D6;D;143576110761932499;True;KL0955;DL;DAL;58;PHEZM;J;2.0;;2025-11-05 09:29:35.117000+00:00;;2025-11-05 09:10:00+00:00;2025-11-05 09:20:11+00:00;2025-11-05 08:45:00+00:00;2025-11-05 08:55:00+00:00;2025-11-05 08:40:00+00:00;;;
737;73H;BLL;codeshares;DEP,DEL;S;False;D;DL9199;9199;C8;C;143576110761932733;True;KL1293;DL;DAL;58;PHBXH;J;1.0;;2025-11-05 09:56:37.279000+00:00;;2025-11-05 09:10:00+00:00;2025-11-05 09:47:56+00:00;2025-11-05 09:15:00+00:00;2025-11-05 09:30:00+00:00;2025-11-05 08:45:00+00:00;;;2025-11-05 09:45:00+00:00
EMJ;E7W;STR;codeshares;DEP;S;False;D;DL9407;9407;B20;B;143576110761940277;True;KL1829;DL;DAL;58;PHEXH;J;1.0;;2025-11-05 09:42:34.229000+00:00;;2025-11-05 09:10:00+00:00;2025-11-05 09:30:32+00:00;2025-11-05 08:51:00+00:00;2025-11-05 09:01:00+00:00;2025-11-05 08:46:00+00:00;;;2025-11-05 09:16:00+00:00
EMJ;E90;DUS;codeshares;DEP;S;False;D;DL9431;9431;B26;B;143576110761940487;True;KL1799;DL;DAL;58;PHEZP;J;1.0;;2025-11-05 09:31:19.367000+00:00;;2025-11-05 09:10:00+00:00;2025-11-05 09:16:54+00:00;2025-11-05 08:45:00+00:00;2025-11-05 08:55:00+00:00;2025-11-05 08:40:00+00:00;;;
777;77W;JNB;codeshares;ARR,EXP;N;False;A;DL9558;9558;E18;E;143576110761943386;True;KL0592;DL;DAL;58;PHBVC;J;3.0;2025-11-05 08:42:21+00:00;2025-11-05 10:50:37.082000+00:00;2025-11-05 08:41:49+00:00;2025-11-05 09:10:00+00:00;;;;;2025-11-05 10:08:40.904000+00:00;;
777;77W;JNB;codeshares;DEP;N;False;D;DL9600;9600;F7;F;143576110761945739;True;KL0591;DL;DAL;58;PHBVI;J;2.0;;2025-11-05 09:52:54.558000+00:00;;2025-11-05 09:10:00+00:00;2025-11-05 09:39:23+00:00;2025-11-05 08:25:00+00:00;2025-11-05 08:55:00+00:00;2025-11-05 07:40:00+00:00;;;
